booking_id,passenger_id,flight_id,booking_date,status,passport_number,seat_number,emergency_contact_name,emergency_contact_phone,fk_flight_valid
B1824,MASKED,AI095,2026-04-15 11:37:36.952,PENDING,MASKED,9B,MASKED,MASKED,True
B1825,MASKED,6F139,2025-05-17 11:37:36.952,PENDING,MASKED,5E,MASKED,MASKED,True
B1826,MASKED,6F101,2025-07-11 11:37:36.952,CANCELLED,MASKED,19A,MASKED,MASKED,True
B1827,MASKED,AI054,2025-06-23 11:37:36.952,PENDING,MASKED,20D,MASKED,MASKED,True
B1828,MASKED,SJ094,2025-05-18 11:37:36.952,CANCELLED,MASKED,25B,MASKED,MASKED,True
B1829,MASKED,6F217,2026-01-15 11:37:36.952,CANCELLED,MASKED,4E,MASKED,MASKED,True
B1830,MASKED,6F100,2026-04-15 11:37:36.952,CANCELLED,MASKED,23C,MASKED,MASKED,True
B1831,MASKED,6F081,2026-02-05 11:37:36.952,CONFIRMED,MASKED,21C,MASKED,MASKED,True
B1832,MASKED,SJ156,2025-06-17 11:37:36.952,CONFIRMED,MASKED,4D,MASKED,MASKED,True
B1833,MASKED,6F060,2025-06-07 11:37:36.952,PENDING,MASKED,27D,MASKED,MASKED,True
B1834,MASKED,UK129,2025-08-14 11:37:36.952,CANCELLED,MASKED,33E,MASKED,MASKED,True
B1835,MASKED,UK032,2026-02-07 11:37:36.952,CONFIRMED,MASKED,2E,MASKED,MASKED,True
B1836,MASKED,AI166,2025-09-23 11:37:36.952,PENDING,MASKED,13A,MASKED,MASKED,True
B1837,MASKED,SJ056,2025-10-31 11:37:36.952,PENDING,MASKED,22F,MASKED,MASKED,True
B1838,MASKED,SJ101,2025-06-12 11:37:36.952,PENDING,MASKED,18F,MASKED,MASKED,True
B1839,MASKED,SJ065,2025-05-09 11:37:36.952,PENDING,MASKED,9C,MASKED,MASKED,True
B1840,MASKED,SJ100,2025-04-19 11:37:36.952,PENDING,MASKED,34A,MASKED,MASKED,True
B1841,MASKED,UK011,2025-10-24 11:37:36.952,CANCELLED,MASKED,1E,MASKED,MASKED,True
B1842,MASKED,6F062,2026-02-17 11:37:36.952,PENDING,MASKED,3B,MASKED,MASKED,True
B1843,MASKED,SJ176,2025-08-15 11:37:36.952,CANCELLED,MASKED,23E,MASKED,MASKED,True
B1844,MASKED,6F120,2025-11-26 11:37:36.952,CONFIRMED,MASKED,3B,MASKED,MASKED,True
B1845,MASKED,AI121,2026-03-05 11:37:36.952,PENDING,MASKED,24A,MASKED,MASKED,True
B1846,MASKED,UK072,2025-08-30 11:37:36.952,CONFIRMED,MASKED,34F,MASKED,MASKED,True
B1847,MASKED,AI006,2026-04-06 11:37:36.952,CANCELLED,MASKED,11B,MASKED,MASKED,True
B1848,MASKED,SJ231,2025-05-19 11:37:36.952,CANCELLED,MASKED,30D,MASKED,MASKED,True
B1850,MASKED,6F110,2025-04-21 11:37:36.952,PENDING,MASKED,33B,MASKED,MASKED,True
B1851,MASKED,6F231,2025-11-26 11:37:36.952,PENDING,MASKED,2D,MASKED,MASKED,True
B1852,MASKED,6F095,2025-08-09 11:37:36.952,CONFIRMED,MASKED,33E,MASKED,MASKED,True
B1853,MASKED,UK054,2025-05-05 11:37:36.952,CONFIRMED,MASKED,18F,MASKED,MASKED,True
B1854,MASKED,SJ123,2025-08-10 11:37:36.952,CONFIRMED,MASKED,29D,MASKED,MASKED,True
B1855,MASKED,6F006,2026-01-04 11:37:36.952,PENDING,MASKED,3D,MASKED,MASKED,True
B1856,MASKED,UK226,2025-05-04 11:37:36.952,PENDING,MASKED,4E,MASKED,MASKED,True
B1857,MASKED,AI065,2026-03-07 11:37:36.952,PENDING,MASKED,17E,MASKED,MASKED,True
B1859,MASKED,AI195,2025-11-11 11:37:36.952,PENDING,MASKED,7B,MASKED,MASKED,True
B1861,MASKED,AI125,2025-10-15 11:37:36.952,CONFIRMED,MASKED,25E,MASKED,MASKED,True
B1862,MASKED,AI089,2025-10-05 11:37:36.952,PENDING,MASKED,21A,MASKED,MASKED,True
B1863,MASKED,UK019,2026-02-12 11:37:36.952,CONFIRMED,MASKED,22C,MASKED,MASKED,True
B1864,MASKED,UK078,2025-09-27 11:37:36.952,CANCELLED,MASKED,22C,MASKED,MASKED,True
B1865,MASKED,SJ009,2025-07-28 11:37:36.952,CANCELLED,MASKED,15E,MASKED,MASKED,True
B1866,MASKED,UK178,2026-01-28 11:37:36.952,CONFIRMED,MASKED,7A,MASKED,MASKED,True
B1867,MASKED,UK018,2025-11-23 11:37:36.952,CONFIRMED,MASKED,13D,MASKED,MASKED,True
B1868,MASKED,SJ059,2026-04-10 11:37:36.952,CANCELLED,MASKED,29E,MASKED,MASKED,True
B1869,MASKED,UK108,2026-02-04 11:37:36.952,CONFIRMED,MASKED,19C,MASKED,MASKED,True
B1870,MASKED,6F045,2025-04-25 11:37:36.952,CANCELLED,MASKED,5D,MASKED,MASKED,True
B1871,MASKED,AI144,2025-10-04 11:37:36.952,CANCELLED,MASKED,23E,MASKED,MASKED,True
B1872,MASKED,AI244,2025-07-09 11:37:36.952,PENDING,MASKED,26E,MASKED,MASKED,True
B1873,MASKED,6F265,2025-04-25 11:37:36.952,CONFIRMED,MASKED,11B,MASKED,MASKED,True
B1874,MASKED,6F108,2026-01-26 11:37:36.952,CONFIRMED,MASKED,16E,MASKED,MASKED,True
B1875,MASKED,6F069,2025-06-17 11:37:36.952,PENDING,MASKED,17D,MASKED,MASKED,True
B1876,MASKED,6F072,2025-06-14 11:37:36.952,CANCELLED,MASKED,18F,MASKED,MASKED,True
B1877,MASKED,6F096,2025-11-09 11:37:36.952,CONFIRMED,MASKED,33F,MASKED,MASKED,True
B1878,MASKED,SJ233,2025-12-31 11:37:36.952,PENDING,MASKED,31D,MASKED,MASKED,True
B1879,MASKED,AI203,2025-12-03 11:37:36.952,PENDING,MASKED,9E,MASKED,MASKED,True
B1880,MASKED,UK147,2026-03-08 11:37:36.952,CONFIRMED,MASKED,2E,MASKED,MASKED,True
B1881,MASKED,UK039,2025-08-26 11:37:36.952,PENDING,MASKED,8E,MASKED,MASKED,True
B1882,MASKED,6F216,2025-10-17 11:37:36.952,CANCELLED,MASKED,18B,MASKED,MASKED,True
B1883,MASKED,AI214,2025-11-17 11:37:36.952,PENDING,MASKED,5B,MASKED,MASKED,True
B1884,MASKED,UK025,2025-08-31 11:37:36.952,CANCELLED,MASKED,31D,MASKED,MASKED,True
B1885,MASKED,UK053,2025-08-10 11:37:36.952,CANCELLED,MASKED,11B,MASKED,MASKED,True
B1887,MASKED,6F247,2026-03-09 11:37:36.952,PENDING,MASKED,23F,MASKED,MASKED,True
B1888,MASKED,6F159,2025-12-25 11:37:36.952,CANCELLED,MASKED,25C,MASKED,MASKED,True
B1889,MASKED,UK086,2026-02-24 11:37:36.952,CANCELLED,MASKED,22C,MASKED,MASKED,True
B1890,MASKED,6F102,2025-08-30 11:37:36.952,PENDING,MASKED,12E,MASKED,MASKED,True
B1891,MASKED,UK186,2026-01-26 11:37:36.952,CANCELLED,MASKED,18D,MASKED,MASKED,True
B1892,MASKED,6F032,2025-08-24 11:37:36.952,PENDING,MASKED,17F,MASKED,MASKED,True
B1893,MASKED,6F186,2025-08-02 11:37:36.952,CONFIRMED,MASKED,19A,MASKED,MASKED,True
B1894,MASKED,6F106,2026-02-24 11:37:36.952,CANCELLED,MASKED,4F,MASKED,MASKED,True
B1895,MASKED,AI021,2025-10-05 11:37:36.952,CANCELLED,MASKED,14E,MASKED,MASKED,True
B1896,MASKED,AI157,2025-11-30 11:37:36.952,PENDING,MASKED,11F,MASKED,MASKED,True
B1897,MASKED,6F054,2025-11-01 11:37:36.952,PENDING,MASKED,26F,MASKED,MASKED,True
B1898,MASKED,AI187,2025-10-03 11:37:36.952,PENDING,MASKED,10D,MASKED,MASKED,True
B1899,MASKED,SJ124,2025-09-28 11:37:36.952,PENDING,MASKED,4B,MASKED,MASKED,True
B1900,MASKED,SJ223,2025-10-06 11:37:36.952,CANCELLED,MASKED,11C,MASKED,MASKED,True
B1901,MASKED,UK103,2025-04-25 11:37:36.952,CONFIRMED,MASKED,21A,MASKED,MASKED,True
B1902,MASKED,SJ157,2026-02-08 11:37:36.952,CONFIRMED,MASKED,14F,MASKED,MASKED,True
B1903,MASKED,6F242,2025-11-06 11:37:36.952,CONFIRMED,MASKED,9B,MASKED,MASKED,True
B1904,MASKED,UK213,2025-07-01 11:37:36.952,CONFIRMED,MASKED,8B,MASKED,MASKED,True
B1905,MASKED,SJ120,2026-02-13 11:37:36.952,PENDING,MASKED,24B,MASKED,MASKED,True
B1906,MASKED,AI035,2025-08-11 11:37:36.952,CANCELLED,MASKED,22B,MASKED,MASKED,True
B1907,MASKED,6F147,2026-01-14 11:37:36.952,CANCELLED,MASKED,1B,MASKED,MASKED,True
B1908,MASKED,SJ229,2025-08-09 11:37:36.952,CANCELLED,MASKED,23B,MASKED,MASKED,True
B1909,MASKED,AI230,2025-11-14 11:37:36.952,PENDING,MASKED,31B,MASKED,MASKED,True
B1910,MASKED,UK162,2025-06-10 11:37:36.952,CANCELLED,MASKED,5C,MASKED,MASKED,True
B1911,MASKED,AI066,2025-05-29 11:37:36.952,PENDING,MASKED,27C,MASKED,MASKED,True
B1912,MASKED,6F205,2025-09-09 11:37:36.952,CANCELLED,MASKED,19D,MASKED,MASKED,True
B1913,MASKED,AI124,2025-05-24 11:37:36.952,CONFIRMED,MASKED,27B,MASKED,MASKED,True
B1914,MASKED,UK114,2025-10-19 11:37:36.952,PENDING,MASKED,20A,MASKED,MASKED,True
B1915,MASKED,AI231,2025-06-03 11:37:36.952,CANCELLED,MASKED,18B,MASKED,MASKED,True
B1916,MASKED,AI113,2025-10-30 11:37:36.952,CONFIRMED,MASKED,7D,MASKED,MASKED,True
B1918,MASKED,UK180,2025-10-07 11:37:36.952,CONFIRMED,MASKED,2B,MASKED,MASKED,True
B1919,MASKED,6F080,2026-03-17 11:37:36.952,PENDING,MASKED,7C,MASKED,MASKED,True
B1920,MASKED,SJ095,2025-05-11 11:37:36.952,PENDING,MASKED,14A,MASKED,MASKED,True
B1921,MASKED,SJ115,2025-04-24 11:37:36.952,CANCELLED,MASKED,21F,MASKED,MASKED,True
B1922,MASKED,AI142,2025-05-14 11:37:36.952,CONFIRMED,MASKED,7D,MASKED,MASKED,True
B1923,MASKED,UK169,2025-11-28 11:37:36.952,CANCELLED,MASKED,33F,MASKED,MASKED,True
B1924,MASKED,SJ041,2025-05-04 11:37:36.952,CANCELLED,MASKED,27D,MASKED,MASKED,True
B1925,MASKED,UK171,2025-04-20 11:37:36.952,CONFIRMED,MASKED,7D,MASKED,MASKED,True
B1926,MASKED,AI081,2025-11-27 11:37:36.952,CANCELLED,MASKED,18F,MASKED,MASKED,True
B1927,MASKED,AI162,2026-01-28 11:37:36.952,PENDING,MASKED,27D,MASKED,MASKED,True
B1928,MASKED,SJ037,2026-01-23 11:37:36.952,CANCELLED,MASKED,6F,MASKED,MASKED,True
B1929,MASKED,SJ037,2025-11-05 11:37:36.952,CONFIRMED,MASKED,6A,MASKED,MASKED,True
B1930,MASKED,UK080,2025-12-16 11:37:36.952,PENDING,MASKED,3B,MASKED,MASKED,True
B1931,MASKED,SJ031,2025-09-26 11:37:36.952,PENDING,MASKED,16C,MASKED,MASKED,True
B1932,MASKED,AI199,2025-12-28 11:37:36.952,CANCELLED,MASKED,4B,MASKED,MASKED,True
B1933,MASKED,6F082,2025-05-28 11:37:36.952,CANCELLED,MASKED,7B,MASKED,MASKED,True
B1934,MASKED,UK217,2026-04-12 11:37:36.952,PENDING,MASKED,9F,MASKED,MASKED,True
B1935,MASKED,UK014,2026-04-13 11:37:36.952,CANCELLED,MASKED,6C,MASKED,MASKED,True
B1936,MASKED,SJ180,2026-01-11 11:37:36.952,CONFIRMED,MASKED,14D,MASKED,MASKED,True
B1937,MASKED,6F268,2026-02-19 11:37:36.952,CANCELLED,MASKED,16E,MASKED,MASKED,True
B1938,MASKED,UK205,2026-04-07 11:37:36.952,CANCELLED,MASKED,19B,MASKED,MASKED,True
B1939,MASKED,SJ212,2025-07-22 11:37:36.952,PENDING,MASKED,22B,MASKED,MASKED,True
B1940,MASKED,UK052,2025-06-25 11:37:36.952,CANCELLED,MASKED,17C,MASKED,MASKED,True
B1941,MASKED,UK230,2025-06-13 11:37:36.952,CANCELLED,MASKED,19D,MASKED,MASKED,True
B1942,MASKED,AI145,2025-07-18 11:37:36.952,CANCELLED,MASKED,23D,MASKED,MASKED,True
B1943,MASKED,SJ035,2026-03-13 11:37:36.952,CONFIRMED,MASKED,7E,MASKED,MASKED,True
B1944,MASKED,SJ184,2025-07-20 11:37:36.952,CANCELLED,MASKED,10B,MASKED,MASKED,True
B1945,MASKED,6F207,2025-11-03 11:37:36.952,CONFIRMED,MASKED,24A,MASKED,MASKED,True
B1946,MASKED,UK144,2026-03-30 11:37:36.952,CONFIRMED,MASKED,15A,MASKED,MASKED,True
B1947,MASKED,AI126,2025-10-22 11:37:36.952,CONFIRMED,MASKED,1A,MASKED,MASKED,True
B1948,MASKED,SJ145,2025-05-19 11:37:36.952,CONFIRMED,MASKED,10A,MASKED,MASKED,True
B1949,MASKED,6F040,2025-05-16 11:37:36.952,PENDING,MASKED,15B,MASKED,MASKED,True
B1950,MASKED,UK049,2025-06-15 11:37:36.952,CONFIRMED,MASKED,21B,MASKED,MASKED,True
B1951,MASKED,UK049,2026-03-18 11:37:36.952,CANCELLED,MASKED,3F,MASKED,MASKED,True
B1952,MASKED,AI087,2025-10-18 11:37:36.952,CONFIRMED,MASKED,2C,MASKED,MASKED,True
B1953,MASKED,AI152,2025-05-24 11:37:36.952,CANCELLED,MASKED,19A,MASKED,MASKED,True
B1954,MASKED,SJ240,2025-11-06 11:37:36.952,CONFIRMED,MASKED,2A,MASKED,MASKED,True
B1955,MASKED,AI212,2025-09-14 11:37:36.952,PENDING,MASKED,22B,MASKED,MASKED,True
B1956,MASKED,AI064,2025-09-21 11:37:36.952,CONFIRMED,MASKED,3B,MASKED,MASKED,True
B1957,MASKED,6F093,2025-06-07 11:37:36.952,CONFIRMED,MASKED,32E,MASKED,MASKED,True
B1958,MASKED,AI118,2025-04-28 11:37:36.952,PENDING,MASKED,29C,MASKED,MASKED,True
B1959,MASKED,AI172,2025-12-19 11:37:36.952,CONFIRMED,MASKED,23D,MASKED,MASKED,True
B1960,MASKED,6F183,2026-01-30 11:37:36.952,CANCELLED,MASKED,27E,MASKED,MASKED,True
B1961,MASKED,6F200,2025-07-15 11:37:36.952,CONFIRMED,MASKED,28A,MASKED,MASKED,True
B1962,MASKED,SJ077,2025-12-23 11:37:36.952,CONFIRMED,MASKED,18C,MASKED,MASKED,True
B1963,MASKED,UK030,2026-02-24 11:37:36.952,CONFIRMED,MASKED,27F,MASKED,MASKED,True
B1964,MASKED,SJ232,2025-05-21 11:37:36.952,PENDING,MASKED,18B,MASKED,MASKED,True
B1965,MASKED,6F090,2026-01-29 11:37:36.952,CONFIRMED,MASKED,20D,MASKED,MASKED,True
B1966,MASKED,UK002,2025-11-06 11:37:36.952,CONFIRMED,MASKED,12B,MASKED,MASKED,True
B1967,MASKED,AI154,2025-07-03 11:37:36.952,CANCELLED,MASKED,22C,MASKED,MASKED,True
B1968,MASKED,6F089,2025-10-11 11:37:36.952,CONFIRMED,MASKED,2D,MASKED,MASKED,True
B1969,MASKED,6F218,2026-04-08 11:37:36.952,CONFIRMED,MASKED,29A,MASKED,MASKED,True
B1970,MASKED,6F241,2025-11-26 11:37:36.952,CONFIRMED,MASKED,12B,MASKED,MASKED,True
B1971,MASKED,6F116,2025-08-20 11:37:36.952,CONFIRMED,MASKED,2B,MASKED,MASKED,True
B1972,MASKED,UK199,2025-04-18 11:37:36.952,CANCELLED,MASKED,19B,MASKED,MASKED,True
B1973,MASKED,SJ033,2025-04-28 11:37:36.952,CANCELLED,MASKED,8C,MASKED,MASKED,True
B1974,MASKED,AI210,2025-08-03 11:37:36.952,PENDING,MASKED,15B,MASKED,MASKED,True
B1976,MASKED,AI229,2025-08-27 11:37:36.952,PENDING,MASKED,16F,MASKED,MASKED,True
B1977,MASKED,UK005,2026-01-01 11:37:36.952,PENDING,MASKED,4A,MASKED,MASKED,True
B1978,MASKED,SJ080,2025-12-07 11:37:36.952,CONFIRMED,MASKED,12C,MASKED,MASKED,True
B1979,MASKED,SJ092,2025-12-02 11:37:36.952,CANCELLED,MASKED,1F,MASKED,MASKED,True
B1980,MASKED,SJ055,2025-12-04 11:37:36.952,CANCELLED,MASKED,15A,MASKED,MASKED,True
B1981,MASKED,AI239,2025-05-17 11:37:36.952,CONFIRMED,MASKED,19D,MASKED,MASKED,True
B1984,MASKED,6F198,2025-04-25 11:37:36.952,CONFIRMED,MASKED,27F,MASKED,MASKED,True
B1985,MASKED,6F239,2025-09-28 11:37:36.952,CONFIRMED,MASKED,31F,MASKED,MASKED,True
B1986,MASKED,SJ177,2025-10-07 11:37:36.952,CONFIRMED,MASKED,13F,MASKED,MASKED,True
B1987,MASKED,6F044,2026-03-12 11:37:36.952,CANCELLED,MASKED,19F,MASKED,MASKED,True
B1988,MASKED,6F248,2026-02-17 11:37:36.952,PENDING,MASKED,13A,MASKED,MASKED,True
B1990,MASKED,SJ197,2026-03-31 11:37:36.952,CONFIRMED,MASKED,14B,MASKED,MASKED,True
B1991,MASKED,UK091,2026-01-14 11:37:36.952,CANCELLED,MASKED,22E,MASKED,MASKED,True
B1992,MASKED,6F215,2025-04-25 11:37:36.952,CONFIRMED,MASKED,25C,MASKED,MASKED,True
B1993,MASKED,AI093,2026-03-11 11:37:36.952,CANCELLED,MASKED,5B,MASKED,MASKED,True
B1994,MASKED,UK090,2026-03-31 11:37:36.952,CONFIRMED,MASKED,21D,MASKED,MASKED,True
B1995,MASKED,SJ005,2025-11-20 11:37:36.952,CANCELLED,MASKED,11C,MASKED,MASKED,True
B1996,MASKED,UK106,2025-08-08 11:37:36.952,CANCELLED,MASKED,27E,MASKED,MASKED,True
B1997,MASKED,6F223,2025-05-03 11:37:36.952,PENDING,MASKED,27B,MASKED,MASKED,True
B1998,MASKED,6F011,2025-10-23 11:37:36.952,CONFIRMED,MASKED,14C,MASKED,MASKED,True
